priority	domain	severity	finding	suggested_action	owner	status	blocks_20_50_if	source_file	resolution_note
P3	comparators	comment	Nucleic Acids Research** (general track) — possible if the comparator section adds a recovery task.	Map concern to comparator scope gate and aligned CellChat/CellPhoneDB/LIANA summaries.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P0	code_quality	fatal	Nature Methods (32.1 IF)** — *not appropriate*. The reproducibility chain is not externally verifiable from this bundle. The confirmatory permutation framing is post-hoc. Nature Methods will run a clean-clone test from your GitHub URL and check that the manuscript's reported numbers regenerate; if any step fails, it is a desk-reject.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	journal_fit	comment	Nature Biotechnology (41.7 IF)** — *not appropriate*. Same reason, plus no translational utility.	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	journal_fit	comment	Molecular Cancer (33.9 IF)** — same as Reviewer 2's verdict — only viable as a PDAC biology paper, and only after the F1–F2 statistics fixes.	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	Editor's-eye verdict:** Present-state reproducibility fits **Bioinformatics or PLOS Comp Bio** once GitHub/Zenodo are externally verified. The 20–50 IF route requires F1 (resolution-floor honesty), F3 (FDR family pre-registration), and F5 (verifiable clean-clone reproduction) at minimum.	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	journal_fit	comment	The reproducibility infrastructure investment in this project is unusual in volume — preflight scripts, claim-safety audits, manifest builders, journal-metric audits, multi-round triage. The amount of process is substantial. But process is not evidence: a reviewer at a high-impact venue checks whether **the public-facing claims regenerate from the public-facing artifacts**, not whether the project has a long audit trail. Three concrete changes would convert most of this audit infrastructure into a defensible 20–30 IF reproducibility submission:	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	statistics	comment	2. FDR family pre-registration: a single methods paragraph + an audit table.	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	3. External clean-clone verification: clone-from-public-URL → install-locked-env → pytest → demo, with the log committed to the public release.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer3_statistics_reproducibility.md	NA
P3	code_quality	comment	# Reviewer 4 — Source Code Review	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	reproducibility	comment	external_references_consulted:** None beyond the supplied `sheafsignal_source_code_review_bundle.zip`. The public GitHub repository was not fetched; review uses only the bundled archive contents.	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P0	journal_fit	fatal	Review mode:** Aggressive — Nature Methods first-round desk-reject / referee-stage rejection threshold, as requested.	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	Evidence boundary:** every finding below cites concrete file/line references from the bundle. `[direct]` = code I read; `[inferred]` = derivation from code; `[speculation]` = unverified.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	## 1. Editorial code-readiness decision	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P0	methods	fatal	"Major revision.** Not `not ready` — the package is engineered with care, has working CLI/pipeline/permutation infrastructure, atomic writes, deterministic seeds, and a real (if minimal) test suite. But the central methods-novelty question collapses on first contact with the source: the ""rank-one cellular sheaf"" API is a relabeling of `flow_z - pathway_gradient_z`, the synthetic ground-truth benchmark is circular by construction, and Windows-specific absolute paths (`D:\secrets\…`, `D:\BioSoft\…`) appear as **defaults** in five production scripts, breaking clean-clone reproducibility on Linux/Mac. None of these are large lifts to fix, but until they are, the codebase will not survive a Nature Methods code reviewer."	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P0	code_quality	fatal	## 2. Top 5 fatal or near-fatal code concerns	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	"### F1. The unit test for the ""formal sheaf API"" literally asserts that it is equal to the legacy direct subtraction. **[direct]"	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	"The test is named `test_cellular_sheaf_residual_matches_legacy_mismatch` and explicitly verifies that the Round-2 ""formal cellular sheaf"" residual produces **identical numbers** to the Round-1 direct subtraction `flow_z − pathway_gradient_z`. Cross-referencing with `src/sheafsignal/sheaf.py:64`:"	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	…and `src/sheafsignal/sheaf.py:62`:	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	"The chain confirms `sheaf_residual ≡ flow_z − pathway_gradient_z`. The ""cellular sheaf"" framing adds a `restriction_sender = -1.0`, `restriction_receiver = 1.0` annotation table (`sheaf.py:35-36`) and re-implements the standard graph Laplacian via `B^T diag(W) B` (`sheaf.py:84-91`), but these arithmetic operations produce numbers identical to ordinary graph-gradient operations. The test the authors themselves wrote confirms this."	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	"A Nature Methods code reviewer asked to verify ""this manuscript implements a cellular sheaf framework"" will read the test name, read the assertion, and conclude the framework is a rename. The correct fix is one of:"	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	(a) Implement a non-trivial sheaf — stalk dimension > 1, non-`±1` restriction maps, or per-LR-channel restrictions encoded by receptor expression. Then write a test `test_cellular_sheaf_residual_NOT_equal_to_scalar_legacy_mismatch` that demonstrates the new object is mathematically richer.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	"(b) Drop ""sheaf"" from the title, abstract, README, and code module names. Rename `sheaf.py` to `coboundary.py`, `sheaf_residual` to `coboundary_residual`, `SheafLaplacian` to `WeightedGraphLaplacian`. The test name `..._matches_legacy_mismatch` becomes harmless because the code no longer claims to be more than a graph operator."	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	(b) is straightforward and honest. (a) is the methods-paper hook. The current state is the worst of both: the test admits triviality while the manuscript claims novelty.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	`HodgeOnly_non_gradient_flow` (line 215): Hodge of LR flow alone. Pathway-blind.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P0	journal_fit	fatal	A Nature Methods methods-reviewer who reads `simulate.py` will reject this benchmark within five minutes.	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P1	general	major	Required fix:** Add a real ground-truth construction:	Add to response matrix and assign an owner before submission.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	4. Score recovery of those edges by SheafSignal vs (a) `flow_z * pathway_gradient_z`, (b) LIANA, (c) CellChat, (d) Hodge-only.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	journal_fit	comment	If SheafSignal still wins under that protocol, the methods claim is defensible.	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	"DEFAULT_GITHUB_TOKEN_PATH = Path(r""D:\secrets\github_token.txt"")"	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	"DEFAULT_GH_EXE = Path(r""D:\BioSoft\GitHubCLI\gh_2.92.0\bin\gh.exe"")"	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	"GITHUB_TOKEN_PATH = Path(r""D:\secrets\github_token.txt"")"	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	"ZENODO_TOKEN_PATH = Path(r""D:\secrets\zenodo_token.txt"")"	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	security_privacy	comment	"(Plus user-facing strings in `scripts/build_user_action_now_packet.py`, `scripts/build_submission_unblocker_handoff.py`, `scripts/run_unblock_readiness_check.py` that instruct **all users** to ""save the token to `D:\secrets\github_token.txt`"")"	Check source/review bundles for credentials, raw data, private paths, and unsafe file inclusion.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	1. **Breaks reproducibility on every non-Windows clean clone.** A reviewer running these scripts on Ubuntu will hit `FileNotFoundError: D:\secrets\github_token.txt` unless they pass `--token-path` every time.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	2. **Leaks the developer's machine layout** — `D:\BioSoft\GitHubCLI\gh_2.92.0\bin\` reveals a specific installation path of a specific GitHub CLI version.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	"`tests/test_submission_unblocker_handoff.py:61` even has `assert ""D:\\secrets\\github_token.txt"" in report` — the test enforces the Windows path appears in the user-facing handoff. So the path is not just a default; it is a tested invariant."	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P1	reproducibility	major	Required fix:** Replace defaults with environment-driven resolution:	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	fixed_round2	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	Production token and gh executable defaults now resolve from SHEAFSIGNAL_* env vars or user config paths instead of D:\ machine-specific defaults; user-facing handoff strings remain project-specific guidance.
P3	code_quality	comment	DEFAULT_GITHUB_TOKEN_PATH = Path(	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	…with `--token-path` CLI argument falling back to `~/.config/sheafsignal/github_token.txt` on Linux/Mac and `%APPDATA%/sheafsignal/github_token.txt` on Windows. Update tests to assert path *resolution behaviour*, not the literal `D:\` string.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	journal_fit	comment	A submission-day journal pre-flight that runs `python scripts/check_author_confirmation_preflight.py` and gets `AUTHOR_CONFIRMATION_READY` will not catch this. A human at Springer Nature manuscript intake will.	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P1	journal_fit	major	Required fix:** `scripts/check_author_confirmation_preflight.py` should add a check that every author in `pyproject.toml`'s `authors` list has a non-empty `email` field, and emit `BLOCKING` if any is missing. Then re-run; the audit will correctly become `BLOCKED`.	Update IF20-50 distance report and journal routing table with the reviewer-specific risk.	codex_or_authors	fixed_round2	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	check_author_confirmation_preflight.py now reads pyproject.toml and blocks any project author without a non-empty email; pyproject.toml includes Han Yan email.
P3	code_quality	comment	### F5. The permutation test silently skips failed permutations and reports p-values at the floor with no transparency about the count of skipped or floor-hitting permutations. **[direct + inferred]	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	statistics	comment	1. **Silent ValueError skip.** If a permutation produces no surviving edges (e.g., all permuted `sender_ligand × receiver_receptor` fall below `min_communication`, which is plausible when label-shuffles destroy LR co-expression structure), the permutation is silently dropped. There is no log, no warning, no aggregate count of skipped permutations in the output. The provenance file (`provenance.py`) records `n_permutations` requested but the result tables only carry `n_permutations` = `completed`. A reviewer cannot tell whether 9000 of 10000 perms failed.	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	"2. **Resolution-floor p-values.** Under the standard `(ge + 1) / (completed + 1)` formula, a confirmatory test where zero null permutations match or exceed the observed statistic will report `p = 1/(completed + 1)`. With `completed = 10000`, this is exactly `9.999e-05`. The bundle's `CONFIRMATORY_PERMUTATION_STATUS.md` reports four tests all hitting this floor. The output table provides no field like `null_count_at_or_above_observed` to distinguish ""p exactly at floor"" from ""p smaller than floor cannot be measured at this n""."	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	statistics	comment	"warnings.warn(f""permutation skipped: {exc}"")"	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	## 3. Algorithm implementation review	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	### Formal sheaf API — `src/sheafsignal/sheaf.py`	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	"The `sheaf_laplacian` function (lines 74–94) constructs `B^T diag(W) B` where `B` is the standard incidence matrix with `-1` at sender, `+1` at receiver. This is **mathematically identical to the standard weighted graph Laplacian** (cf. Lim 2020, eq. 2.3; Jiang et al. 2011). The ""restrictions"" returned in `SheafLaplacian.restrictions` are a DataFrame containing only the constants `-1.0` and `+1.0` for every edge — there is no per-channel, per-LR-pair, or per-pathway structure. Cellular-sheaf machinery in the sense of Hansen & Ghrist 2019 requires **non-trivial restriction maps** (non-constant, non-`±1`); this module does not implement them."	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	The unit test `test_restriction_table_and_laplacian_are_rank_one_sheaf_contract` (`tests/test_formal_sheaf.py:43-58`) confirms:	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	"…where `laplacian.matrix.loc[""B"", ""B""] = 3.0` is the standard weighted degree of node B (1 + 2 = 3 from the two test edges). The test enforces standard-graph-Laplacian behaviour and gives it the name ""rank-one sheaf contract""."	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P1	methods	major	Verdict:** the formal sheaf API exists in name only. See F1 for the required fix.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	### Hodge decomposition — `src/sheafsignal/hodge.py`	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	These are correct implementations of the discrete Hodge decomposition. Use of `np.linalg.pinv` (line 110, 116) is appropriate for small graphs.	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	statistics	comment	### Permutation + FDR — `src/sheafsignal/stats.py`	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	statistics	comment	Permutation logic (`_permuted_labels` lines 76–100) correctly handles stratified shuffles: within-stratum label shuffle, single-cell strata are skipped (line 95). Determinism via `np.random.default_rng(seed)` is enforced.	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	statistics	comment	BH-FDR (`benjamini_hochberg` lines 30–48) is correctly implemented (NaN-preserving, monotone non-decreasing via `np.minimum.accumulate`).	Map concern to permutation/FDR/bootstrap/sensitivity outputs and rerun if needed.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	2. `fill_value=0.0` for missing permuted edges (lines 191, 194) biases toward conservative — observed positive vs perm 0 always counts as observed-larger, which is conservative for FDR control. This is documented neither in code nor in the manuscript.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	"4. The pooled FDR family is constructed in `scripts/build_pooled_fdr_audit.py` (not inspected in detail here, but `tests/test_confirmatory_permutation_subset.py` shows the pooled audit consumes 4 hand-selected tests with hardcoded `family` strings: `global_metrics`, `node_frustration`, `edge_sheaf_energy`, `edge_curl`). The test fixture (lines 25–61 of `test_confirmatory_permutation_subset.py`) hardcodes p=0.001 for all four ""selected"" tests — this is fixture-level evidence that the four tests were chosen because they were the most significant in the 1000-perm pre-screen, not pre-registered. See R3.F1 for the inferential consequence."	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	"1. `write_provenance` does not record the tool version (e.g., `sheafsignal.__version__`). If the user upgrades the package mid-project, two provenance files at the same hash inputs and parameters will produce different code-version-derived results without record. Add `import sheafsignal; payload[""sheafsignal_version""] = sheafsignal.__version__`."	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P2	general	minor	2. No record of `git rev-parse HEAD` or `git diff --shortstat` to capture in-flight modifications. Optional but recommended for a methods paper.	Record as optional polishing unless repeated by another reviewer.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	### Source vs test consistency	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	`sheaf.py` | `test_formal_sheaf.py` | 2 | Tests assert legacy-equivalence (see F1)	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	methods	comment	`hodge.py` | `test_hodge.py` | 2 | Triangle and tree scenarios	Map concern to formal sheaf API, Hodge target, novelty table, and simulation baselines.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	`stats.py` | `test_stats.py` | 4 | BH monotonicity + integration; no test of `(ge+1)/(completed+1)` floor or skipped-permutation handling	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	`simulate.py` | `test_simulate.py` | 2 | Does not test `sheaf_ground_truth_recovery` AP=1.00 issue	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	`core.py` | **MISSING** | 0 | **central science module has no dedicated test file	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	`adapters.py` | **MISSING** | 0 | **38 KB module, biggest in src/, no dedicated test	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	`cli.py` | **MISSING** | 0	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P0	code_quality	fatal	Of 80 total test files, **7 cover `src/sheafsignal/` modules** and **72 cover `scripts/` (manuscript-infrastructure tooling)** — a 9:1 ratio of process-machinery tests to science-machinery tests. The Round-1 SingleCell-FATAL finding (annotation-state inconsistency between `metadata.csv` and `lesion_frustration_by_cell_type.csv`) is the kind of bug `test_adapters.py` would catch; the absence of that test file is concerning.	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	yes	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	reproducibility	comment	`envs/environment.yml` | `>=` constraints | `python>=3.9, numpy>=1.23` etc. — not pinned. Does **not** reference the lockfile.	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	reproducibility	comment	The CI matrix tests Python 3.9, 3.10, 3.11 (`.github/workflows/ci.yml:11`) but only 3.11 has a lockfile. CI installs from `pyproject.toml` `>=` constraints, not from the lockfile. **The advertised environment lock is not the environment CI tests.	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	code_quality	comment	Pipeline CLI takes `--random-seed` (default 1, plumbed correctly to `permutation_test`). ✓	Map concern to source files, tests, packaging, CLI behavior, and add regression coverage.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
P3	reproducibility	comment	### Clean-clone reproducibility	Check release blockers, GitHub/Zenodo identifiers, and public clean-clone evidence.	codex_or_authors	open_external_review_item	no	E:/4实验数据/10新算法/SheafSignal/external_ai_review_packet/returned_reviews/reviewer4_code_review.md	NA
